Q9FHS0	Q9ZQH2	1	0.21299056708812714
Q9LT89	Q8H1R0	1	0.6934977173805237
Q9LQF2	Q8L850	1	0.006174908950924873
O23063	Q9LYB9	1	0.03722478076815605
Q17TI5	Q9FQ04	1	0.08022348582744598
Q93VH6	Q8L8A7	1	0.35821282863616943
Q9LES3	P42777	1	0.33612126111984253
Q5ICL9	F4IDX2	1	0.0018440026324242353
O81313	Q9FUA4	1	0.9479458332061768
Q9ASS4	Q94F62	1	0.9922652244567871
Q9LU68	Q9FFH0	1	0.17886559665203094
Q9LT23	Q5XVH0	1	0.5321037173271179
Q9FIY6	Q9M274	1	0.22391413152217865
Q9M0G7	Q4VP08	1	3.195757381035946e-05
F4JCN9	Q9C8Z9	1	0.9093616008758545
O82277	Q9SB92	1	0.9822069406509399
Q9M274	A0A178WHR6	1	0.2611333727836609
A0A178UFM8	A0A178V0F6	1	0.37448638677597046
O65154	P33077	1	0.20344315469264984
Q4PSE2	Q9LDT3	1	0.2076699435710907
Q9C9L2	Q9MAI5	1	0.893690288066864
Q9C9N6	O48724	1	0.2807188630104065
P59467	O22131	1	0.90067058801651
Q9SMP0	Q8VY64	1	0.8471469283103943
Q84MB2	O24410	1	0.7995681166648865
Q9LST3	Q9FX53	1	0.009602189995348454
O80366	Q9ZNV8	1	0.6652209758758545
Q1PDV2	Q8L3X8	1	0.9984923601150513
Q945M9	Q8L4B2	1	0.9270684123039246
O80992	O04719	1	0.727438747882843
Q9SIW1	P46639	1	0.9708209037780762
O49279	O49484	1	0.0946120023727417
O23249	P25859	1	0.13358266651630402
O22179	Q38824	1	0.6506020426750183
Q9CAJ0	Q84MC7	1	0.8440906405448914
Q8LPR5	Q8S307	1	0.891938328742981
Q945M9	O82239	1	0.08302033692598343
Q9LJX1	Q9C8Z9	1	0.8872671723365784
Q9LT89	Q9FTA2	1	0.9998263716697693
Q84MB2	Q9ZW36	1	0.7955760359764099
Q8H1R0	Q9CAJ0	1	0.7718985676765442
P42753	Q9SJJ5	1	0.01244899071753025
O24410	A0A2H1ZEF6	1	0.9835789799690247
Q9C9L2	O80365	1	0.24821695685386658
Q9ZR12	Q38825	1	0.23373419046401978
Q8LPR5	P93830	1	0.9357060194015503
Q8L7G0	Q9C5X0	1	0.7455894947052002
Q9FMF5	O48963	1	0.1407935619354248
P33077	P33078	1	0.9989888072013855
Q9M2V2	Q9C995	1	0.12855178117752075
Q9M565	Q9SLG0	1	0.6009410619735718
Q38822	Q8H174	1	0.9935570359230042
Q9SZN7	Q9SEZ1	1	0.008919527754187584
Q9FPW6	Q9SFV2	1	0.5617762207984924
O49160	Q9M4T6	1	0.11232655495405197
Q39237	F4KIX1	1	0.005498424172401428
P27900	Q8W2F1	1	0.3937244713306427
