Q17TI5	Q9FLI3	1	0.3284207284450531
Q9LEZ3	Q9LN63	1	0.4800153970718384
P27900	Q9FN69	1	0.3853946328163147
Q9LXD8	Q9LQF0	1	0.9689022302627563
Q9M128	Q8LPR5	1	0.8235770463943481
Q0V7X4	F4I4E1	1	0.5926485061645508
O81323	Q8LPR5	1	0.942040741443634
O04017	Q9FMX2	1	0.8176907300949097
Q8LPR5	Q9C7T4	1	0.9819384813308716
Q4PSE2	Q9FMX2	1	0.9698437452316284
Q9LTH4	Q8LPR5	1	0.8984977602958679
Q17TI5	Q9FYE2	1	0.009596998803317547
Q9LQF0	Q9MAI5	1	0.8335444331169128
P41151	P28147	1	0.02055593766272068
Q9LT23	Q9FE22	1	0.2921477258205414
Q8GXW1	A0A178VU28	1	0.03714596852660179
O49687	Q9LUA3	1	0.17633971571922302
Q94AG2	P46014	1	0.012458556331694126
P24100	O80513	1	0.17899365723133087
Q38824	Q38829	1	0.9966623783111572
Q9ZW21	O80920	1	0.9678313732147217
B3H7D8	A0A178VMH7	1	0.0023061814717948437
Q8VWG7	Q8VWG7	1	0.35853859782218933
Q9FGJ3	Q9SMP0	1	0.8842312097549438
Q9M128	Q93Y00	1	0.33877524733543396
Q9S7M2	Q39204	1	0.6908727884292603
Q9FPW6	Q9FX77	1	0.025068873539566994
Q8LPR5	Q9SB92	1	0.98850017786026
O48963	Q9SWI1	1	0.002952942857518792
Q38822	Q570C0	1	0.10632281005382538
Q9LXD8	Q94JL3	1	0.7061560153961182
O22152	Q9MAI5	1	0.3589053750038147
Q9LV27	Q05762	1	0.03226126357913017
Q17TI5	Q9SWI1	1	0.006224607117474079
Q4PSE2	Q8L925	1	0.5986772179603577
Q9FMX2	B3H7D8	1	0.5285263657569885
Q39024	A0A178UJ48	1	0.10388142615556717
Q9FMX2	Q9SB92	1	0.955453097820282
Q9LYD3	Q9CAA4	1	0.2439601570367813
Q38824	O24410	1	0.9930678606033325
O48963	O48963	1	0.39905160665512085
Q9LST3	Q8VYD2	1	0.0077784378081560135
Q38824	Q8RYC6	1	0.9860597848892212
O80575	Q9LZW4	1	0.0140098100528121
Q4PSE2	O50055	1	0.559528112411499
Q9FPQ8	Q9SIW1	1	0.9722335338592529
Q9SK33	Q9LTF2	1	0.029060838744044304
O24410	O04336	1	0.25384464859962463
O22230	Q38840	1	0.2988975942134857
Q9LQF0	Q9S763	1	0.5847890973091125
Q8GXW1	Q9LMA8	1	0.4411236345767975
Q9FFS3	Q9CA36	1	0.1631048321723938
Q9SB92	Q9LQF0	1	0.9334374070167542
Q9T0B9	Q9C690	1	0.015969879925251007
Q9LT89	Q9LQZ5	1	0.9029895067214966
Q8LPR5	O80438	1	0.9110432267189026
Q94JM3	Q8L7G0	1	0.9763985276222229
O80513	P24100	1	0.17899365723133087
Q8GXR6	Q8LPR5	1	0.9902917742729187
Q9FME3	O81836	1	0.7580940127372742
Q9MAA7	Q9LQT8	1	0.24821127951145172
Q9SMP0	Q945M9	1	0.8704057931900024
Q9MAA7	Q9SV55	1	0.08351503312587738
Q6NPF4	Q9SJZ6	1	0.008356754668056965
Q8LPR5	Q84TK1	1	0.9233230948448181
Q6NKS4	Q6NKS4	1	0.34289613366127014
O22286	Q9SWI1	1	0.004735681228339672
Q9FGP8	O04027	1	0.8766324520111084
Q9SRQ3	Q9SRQ3	1	0.9605758190155029
Q8LGS1	Q39023	1	0.12842893600463867
Q39021	O80396	1	0.2748221158981323
Q9LSI4	Q9MAI5	1	0.254169225692749
P46601	Q8LPR5	1	0.9975659847259521
Q9FJV0	Q39024	1	0.8059876561164856
Q38822	Q38822	1	0.9977154731750488
F4KGY6	Q8LPR5	1	0.9893542528152466
Q9SZI2	Q9LER7	1	0.003655281849205494
Q9XF57	Q56WD9	1	0.10788772255182266
Q38829	Q38824	1	0.9966623783111572
Q9M274	Q9LIB5	1	0.24684861302375793
Q945M9	Q8LPR5	1	0.7261620759963989
Q9SLH3	Q94KL5	1	0.5697248578071594
Q9LU68	Q9FJA2	1	0.1531228870153427
O04350	P29517	1	0.06832609325647354
Q9LQF0	Q9FUA4	1	0.9838895797729492
Q9FE22	Q39079	1	0.005831971298903227
O49545	A0A1I9LQ53	1	0.9264751672744751
Q8GYJ3	P24100	1	0.03332745283842087
Q9FGJ3	Q9LHG0	1	0.4810100793838501
Q38822	O24410	1	0.9928454756736755
Q84JG2	Q94KL5	1	0.16067171096801758
Q1PF16	Q8GWP4	1	0.023481925949454308
Q9SVB7	A0A178WKP3	1	0.08311734348535538
O80575	Q93WE4	1	0.005414156708866358
P46601	P46600	1	0.997991681098938
Q9LF53	Q9MAA7	1	0.19672361016273499
Q4PSE2	O82248	1	0.8100939393043518
Q17TI5	F4KGE8	1	0.005927491467446089
Q9FME3	Q8LPR5	1	0.9999420642852783
P46601	Q05466	1	0.9979643821716309
O80450	O80961	1	0.023854924365878105
Q7XHI9	Q93Y00	1	0.3926186263561249
Q8W234	Q9FUY2	1	0.9895831346511841
Q9LF53	Q9ZNT7	1	0.014819009229540825
Q9LZW2	Q9LZW2	1	0.9362055659294128
Q9SU72	Q9S745	1	0.002085296204313636
Q9LQF0	Q2V452	1	0.31871506571769714
Q9FE22	Q84LH8	1	0.8557778000831604
Q8L7G0	Q9SN12	1	0.810667097568512
Q8LPR5	O22230	1	0.9047592878341675
O80396	Q39021	1	0.2748221158981323
Q9FMX2	Q6R053	1	0.9286051988601685
Q9ZW21	Q9SN51	1	0.699018657207489
P29382	P29381	1	0.9513813257217407
Q9FME3	Q9FMX2	1	0.9997661709785461
Q8GY61	Q9C8Z9	1	0.4113736152648926
Q9FGJ3	Q58CM8	1	0.7862995266914368
Q9SLH3	A0A178VU28	1	0.03097325563430786
Q29Q81	P24100	1	0.0005933709908276796
Q570C0	Q38822	1	0.10632281005382538
P33077	Q38824	1	0.9969413876533508
Q9SI15	Q9LZP8	1	0.9498358368873596
Q9SZI2	Q9FME4	1	0.0012990531977266073
Q9C8Z9	Q7XHI9	1	0.5227203369140625
Q9FN69	P27900	1	0.3853946328163147
Q6Q151	Q9XFR5	1	0.2312372922897339
Q9FK47	Q9MAI5	1	0.27787598967552185
Q9FIG9	Q9LXJ0	1	0.006863017100840807
C0Z2L5	Q9LZP8	1	0.94415682554245
Q8LPR5	Q9C9N3	1	0.8558590412139893
Q9FN69	Q9FNZ5	1	0.03681780770421028
Q9SU67	Q9CAL3	1	0.06833436340093613
Q9FMX2	Q93VJ4	1	0.966218888759613
Q9XGN1	C0SV91	1	0.04060826078057289
P33077	P33077	1	0.9994644522666931
Q9SK33	Q9LV52	1	0.3043542504310608
Q8LPR5	Q9FX77	1	0.13426285982131958
Q9LVS0	Q9XGN1	1	0.43384650349617004
Q9XI46	Q33884	1	0.004498828202486038
Q8W4S5	A0A178WK49	1	0.928628146648407
Q8L7G0	Q8L7G0	1	0.98499596118927
F4IP06	Q1PF16	1	0.0018503061728551984
Q9FGV1	Q38832	1	0.7709043622016907
O04719	Q84JG2	1	0.09074733406305313
Q9FML2	Q9LMA8	1	0.07417509704828262
Q84LH8	Q9FE22	1	0.8557778000831604
Q9SMP0	Q8H1G0	1	0.5543689131736755
Q9LST3	Q9C6K4	1	0.08216831833124161
Q38824	P33077	1	0.9969413876533508
Q8LA53	O81801	1	0.03023425303399563
O80575	Q0WT24	1	0.023794179782271385
P54609	P54609	1	0.9895820617675781
Q4PSE2	Q9SK53	1	0.42261287569999695
Q9LV27	O64760	1	0.021013997495174408
O24410	Q38824	1	0.9930678606033325
Q9LYQ8	O81445	1	0.7101351022720337
Q9MAA7	Q9SG92	1	0.043923888355493546
Q38898	Q38898	1	0.5482028126716614
Q38829	Q8GWP4	1	0.013980692252516747
Q9LZ82	Q9ASW4	1	0.1313105970621109
Q9SZI2	Q9SZI2	1	0.9574776291847229
B4F7R9	P17839	1	0.9692909121513367
O80575	P92937	1	0.011418139562010765
Q9LEZ3	F4IMQ0	1	0.012433390133082867
Q84K72	O80920	1	0.0020499913953244686
Q9ZW21	Q8S8E3	1	0.9197518825531006
Q9LV27	P93024	1	0.14916343986988068
Q94JM3	Q8RYC6	1	0.632445216178894
Q9LXJ0	Q42545	1	0.6488488912582397
Q39024	Q9FJV0	1	0.8059876561164856
Q8LC79	Q8LPR5	1	0.9485802054405212
F4I4Q3	Q8RWW1	1	0.08598190546035767
P29517	O04350	1	0.06832609325647354
Q8L4M6	Q9LQF0	1	0.6071882247924805
Q9C6V3	Q56XU4	1	0.045494455844163895
C0LGL4	Q9FRI1	1	0.8489982485771179
Q9M274	O22798	1	0.5611318349838257
Q9FME3	Q9ZW36	1	0.38671934604644775
Q93ZM9	Q9SV55	1	0.2026422619819641
Q39204	Q9LMA8	1	0.6283448934555054
Q9CAJ0	Q9FJ49	1	0.5793411135673523
Q9M0D8	Q9C9Y8	1	0.537449061870575
Q17TI5	Q9M4T3	1	0.007153591141104698
Q9ZR37	A0A178WKP3	1	0.011694133281707764
Q42545	Q9LXJ0	1	0.6488488912582397
Q9SJA6	O81127	1	0.9987381100654602
Q9FME3	Q9SB92	1	0.9817550778388977
Q39237	Q6NLU2	1	0.7233217358589172
